model_name,battery_kWh,motor_power_kW,range_km,energy_per_km,efficiency_km_per_kWh,power_ratio,driving_style,style_multiplier,initial_soc,trip_distance_km,energy_consumed_kWh,final_soc
Curvv EV – Medium Range (430 km),45,110,430,0.105,9.55,2.44,City,1,84.84393706,13.97063797,1.462894028,81.59306144
BE6 – High Range (683 km),79,210,683,0.116,8.64,2.66,Eco,0.85,67.56510129,6.833609737,0.672287995,66.71410382
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Eco,0.85,70.53123325,28.68348202,2.013291472,62.78780452
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,Eco,0.85,98.47853042,6.345754298,0.65143613,97.47632099
XEV 9e – High Range (659 km),79,210,659,0.12,8.35,2.66,City,1,42.19824381,37.75311319,4.521330921,36.47504011
ZS EV – High Range (461 km),50.3,130,461,0.109,9.16,2.58,Highway,1.1,16.36528986,30.24389398,3.631908665,9.144795493
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,Highway,1.1,87.58006539,32.43184115,2.965505009,79.10719393
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,Highway,1.1,69.30119203,10.46870724,1.219870547,67.23361483
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Aggressive,1.25,22.98141826,23.45593318,2.326977498,13.67350826
Curvv EV – High Range (502 km),55,123,502,0.11,9.13,2.24,Eco,0.85,21.54620273,13.40316664,1.24783041,19.27742017
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,Eco,0.85,72.09314285,24.41478992,2.198365618,68.36709943
XUV 3XO EV – Standard Range (285 km),39.4,150,285,0.138,7.23,3.81,Aggressive,1.25,53.21139243,23.86880332,4.126694903,42.7375475
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,Aggressive,1.25,81.56208833,2.940967541,0.443451077,80.97082022
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,City,1,63.64351406,25.61755972,3.090176083,59.52327929
Curvv EV – High Range (502 km),55,123,502,0.11,9.13,2.24,Eco,0.85,16.04657516,30.00573913,2.793524454,10.96743979
Curvv EV – Medium Range (430 km),45,110,430,0.105,9.55,2.44,Highway,1.1,89.44434339,18.55476978,2.137198613,84.69501314
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,Highway,1.1,21.65360875,4.688054159,0.428666631,20.42884695
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Highway,1.1,13.81441046,15.61735676,1.418587319,8.358305387
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,Highway,1.1,11.70763516,26.36038542,2.899642396,4.803724693
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,City,1,60.6976372,26.57280583,2.657280583,54.37077867
Citroen eC3 – Standard Range (320 km),29.2,57,320,0.091,10.96,1.95,City,1,30.27980582,24.88540414,2.270566071,22.50389462
ZS EV – High Range (461 km),50.3,130,461,0.109,9.16,2.58,City,1,93.54868372,8.73372363,0.953463278,91.65313048
Curvv EV – High Range (502 km),55,123,502,0.11,9.13,2.24,Eco,0.85,80.06594565,29.58874922,2.754702829,75.05739505
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,City,1,21.57264115,21.8406528,1.881193178,11.77476001
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Aggressive,1.25,35.77956674,3.846172907,0.381564773,34.25330765
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Highway,1.1,65.0411511,33.98307353,3.086819231,53.16876944
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,Eco,0.85,43.10062968,31.37551619,3.881977985,38.39862146
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,Eco,0.85,72.12501357,6.678799204,0.618407334,71.07686555
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Eco,0.85,46.71358357,6.61051317,0.463991428,44.92900115
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Aggressive,1.25,30.85249687,2.09874821,0.216633795,30.01928996
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,Highway,1.1,70.11484881,23.54845972,2.153225744,63.96277526
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,Highway,1.1,99.16409646,22.49863135,2.474849449,93.27159777
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,City,1,63.54326195,34.37637081,3.641564705,57.37111838
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Eco,0.85,60.23136863,31.08566744,2.097048994,51.84317265
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,Eco,0.85,92.59112788,11.18773895,1.035901754,90.83536219
Tiago EV – High Range (294 km),24,55,294,0.082,12.25,2.29,Highway,1.1,41.89557701,8.059355676,0.723697244,38.88017183
XUV 3XO EV – Standard Range (285 km),39.4,150,285,0.138,7.23,3.81,Eco,0.85,23.48889634,9.403736264,1.105556822,20.68291456
BE6 – High Range (683 km),79,210,683,0.116,8.64,2.66,Aggressive,1.25,11.78723832,29.72724702,4.300816987,6.34316618
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Aggressive,1.25,57.85749567,37.29718163,3.700117226,43.05702677
Comet EV – Standard Range (230 km),17.3,42,230,0.075,13.29,2.43,City,1,48.79429242,4.58075755,0.344677017,46.80193972
XEV 9e – High Range (659 km),79,210,659,0.12,8.35,2.66,Aggressive,1.25,12.41305465,32.72957096,4.899636372,6.210983291
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Eco,0.85,39.88892481,23.58686769,1.591177582,33.52421448
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Aggressive,1.25,34.28310368,37.27789263,3.698203634,19.49028915
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,Highway,1.1,45.94439336,28.27193414,2.585131135,38.5583044
Carens EV – Standard Range (404 km),42,99,404,0.104,9.62,2.36,City,1,17.35018773,2.070196017,0.215197091,16.8378137
Tiago EV – High Range (294 km),24,55,294,0.082,12.25,2.29,Highway,1.1,64.36155312,20.62059872,1.851645599,56.64636312
Nexon EV – Medium Range (325 km),30,95,325,0.092,10.83,3.17,Eco,0.85,27.25753896,14.59113792,1.145195497,23.44022064
Nexon EV – High Range (489 km),45,106,489,0.092,10.87,2.36,Highway,1.1,86.26539668,36.70052737,3.713944812,78.01218599
Citroen eC3 – Standard Range (320 km),29.2,57,320,0.091,10.96,1.95,Eco,0.85,63.02173621,9.525204505,0.738724802,60.49185675
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,Aggressive,1.25,52.95600522,3.427273873,0.516778328,52.26696745
Carens EV – Standard Range (404 km),42,99,404,0.104,9.62,2.36,Eco,0.85,72.26606869,2.104708159,0.185966937,71.82329027
Windsor EV – High Range (449 km),52.9,130,449,0.118,8.49,2.46,Aggressive,1.25,55.89058703,20.58571023,3.030876065,50.16114268
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,City,1,27.73548527,15.62286487,2.274070578,24.98103932
Citroen eC3 – Standard Range (320 km),29.2,57,320,0.091,10.96,1.95,City,1,72.43847025,30.44497714,2.777826381,62.92536621
XUV 3XO EV – Standard Range (285 km),39.4,150,285,0.138,7.23,3.81,Highway,1.1,45.16037542,35.84636015,5.453803065,31.31823566
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,Highway,1.1,94.1232157,14.60388573,1.60642743,90.29838848
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,Highway,1.1,97.46521054,28.83596731,4.617112669,91.87277756
Curvv EV – Medium Range (430 km),45,110,430,0.105,9.55,2.44,Highway,1.1,20.55518074,19.86742769,2.288394813,15.46985894
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,Eco,0.85,75.12364426,22.07254665,2.043754319,71.65965389
ZS EV – High Range (461 km),50.3,130,461,0.109,9.16,2.58,Eco,0.85,66.18432563,2.245494912,0.208370161,65.77007084
Nexon EV – High Range (489 km),45,106,489,0.092,10.87,2.36,City,1,25.22700285,30.81522747,2.834887532,18.92725278
XUV 3XO EV – Standard Range (285 km),39.4,150,285,0.138,7.23,3.81,Aggressive,1.25,62.45103067,39.37013786,6.806731996,45.17506113
Citroen eC3 – Standard Range (320 km),29.2,57,320,0.091,10.96,1.95,Eco,0.85,21.92572038,36.73765569,2.849179501,12.16825633
Windsor EV – High Range (449 km),52.9,130,449,0.118,8.49,2.46,City,1,56.28055332,12.78447289,1.505827195,53.43399907
BE6 – High Range (683 km),79,210,683,0.116,8.64,2.66,Highway,1.1,86.25059108,26.27996541,3.34582893,82.01536459
Curvv EV – Medium Range (430 km),45,110,430,0.105,9.55,2.44,Highway,1.1,33.56970488,13.93601576,1.605195533,30.0026037
BE6 – High Range (683 km),79,210,683,0.116,8.64,2.66,Aggressive,1.25,82.87605256,4.900077935,0.708923312,81.97868127
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,City,1,54.36934642,3.153010151,0.380798327,53.78350284
XUV400 – Standard Range (375 km),34.5,110,375,0.092,10.87,3.19,Highway,1.1,64.94474807,38.11641213,3.857226619,53.76438106
Carens EV – Standard Range (404 km),42,99,404,0.104,9.62,2.36,Aggressive,1.25,23.68941463,13.95509031,1.81329136,19.37205425
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,Highway,1.1,15.61067717,11.94260494,1.092008764,12.49065213
Windsor EV – High Range (449 km),52.9,130,449,0.118,8.49,2.46,Eco,0.85,46.34555163,37.11410494,3.715782002,39.32138906
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,Eco,0.85,72.47533575,32.48863061,2.925353392,67.51710966
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Highway,1.1,92.41056374,12.78411351,1.161232441,87.94428512
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,Aggressive,1.25,84.41000161,2.12772175,0.320826561,83.98223286
Carens EV – Standard Range (404 km),42,99,404,0.104,9.62,2.36,City,1,74.03112076,32.14177727,3.341141089,66.07602293
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,Highway,1.1,11.24142639,28.50846637,2.701060552,0
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Highway,1.1,68.77747037,3.497638631,0.317704583,67.55552967
Citroen eC3 – Standard Range (320 km),29.2,57,320,0.091,10.96,1.95,Highway,1.1,71.72596904,10.48298077,1.052123982,68.12280472
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,Aggressive,1.25,65.52430175,26.45299894,3.988691035,60.20604704
Comet EV – Standard Range (230 km),17.3,42,230,0.075,13.29,2.43,Aggressive,1.25,39.95456311,38.76717751,3.64627328,18.87783896
XEV 9e – High Range (659 km),79,210,659,0.12,8.35,2.66,Eco,0.85,22.12731024,11.6422192,1.185136086,20.62713798
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,City,1,99.81685147,35.36607989,3.046173978,83.951362
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,City,1,44.58166666,31.07339241,2.676433455,30.64190908
Curvv EV – High Range (502 km),55,123,502,0.11,9.13,2.24,Highway,1.1,89.91382133,17.85626068,2.151356708,86.00226367
Citroen eC3 – Standard Range (320 km),29.2,57,320,0.091,10.96,1.95,City,1,10.14560267,4.933063319,0.450097018,8.604174521
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,Highway,1.1,95.27272237,28.59188159,3.331681117,89.62580522
Tiago EV – High Range (294 km),24,55,294,0.082,12.25,2.29,City,1,22.08131199,39.34206697,3.211597303,8.699656556
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,Eco,0.85,92.20522725,37.29518619,2.730483054,77.98396134
Windsor EV – Medium Range (331 km),38,100,331,0.115,8.71,2.63,Eco,0.85,82.51478814,2.178517035,0.212599251,81.95531643
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,Highway,1.1,81.71089692,15.09556047,2.005448855,78.62559099
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Aggressive,1.25,61.27928238,16.66789603,1.720468212,54.66209695
Windsor EV – High Range (449 km),52.9,130,449,0.118,8.49,2.46,Eco,0.85,90.165852,38.7529452,3.879859061,82.83152485
Nexon EV – High Range (489 km),45,106,489,0.092,10.87,2.36,City,1,39.41779088,36.8083094,3.386229016,31.89283751
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,Aggressive,1.25,64.46082259,10.15189252,1.530743746,62.41983093
Windsor EV – High Range (449 km),52.9,130,449,0.118,8.49,2.46,Aggressive,1.25,31.47860682,38.25109039,5.631785982,20.83250855
Carens EV – Standard Range (404 km),42,99,404,0.104,9.62,2.36,City,1,31.53953625,39.84742099,4.142143554,21.67728969
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,Aggressive,1.25,44.47543616,12.60826525,1.901125641,41.94060197
Curvv EV – Medium Range (430 km),45,110,430,0.105,9.55,2.44,City,1,92.60354561,3.052571628,0.319641008,91.89323226
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Aggressive,1.25,71.04666245,12.67847166,1.308677917,66.01328585
ZS EV – High Range (461 km),50.3,130,461,0.109,9.16,2.58,Eco,0.85,41.62435226,38.04638707,3.53050535,34.60545495
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,Highway,1.1,47.43837504,14.97011915,1.418357543,40.05109617
XEV 9e – High Range (659 km),79,210,659,0.12,8.35,2.66,City,1,37.97535508,13.21858009,1.583063484,35.97147725
XUV400 – Standard Range (375 km),34.5,110,375,0.092,10.87,3.19,Eco,0.85,95.29491819,35.18250122,2.751161549,87.32053689
Windsor EV – Medium Range (331 km),38,100,331,0.115,8.71,2.63,Eco,0.85,69.08081763,19.44698038,1.897810945,64.0865783
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,Eco,0.85,59.50231196,4.036064779,0.499367549,58.89745786
Nexon EV – Medium Range (325 km),30,95,325,0.092,10.83,3.17,Highway,1.1,85.74834496,11.38541991,1.156413841,81.89363215
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,Highway,1.1,32.71473595,34.82373583,4.620761087,26.55372116
XUV 3XO EV – Standard Range (285 km),39.4,150,285,0.138,7.23,3.81,Aggressive,1.25,16.70426871,25.89028607,4.476190537,5.343379024
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,Eco,0.85,16.74533447,26.76593747,3.311651652,12.7341285
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,City,1,11.89100015,6.431298427,0.51042051,9.84931811
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,City,1,32.25012956,6.427143909,0.534259677,30.72367334
XUV400 – Standard Range (375 km),34.5,110,375,0.092,10.87,3.19,City,1,41.50777809,23.27941637,2.141620642,35.30018203
XUV 3XO EV – Standard Range (285 km),39.4,150,285,0.138,7.23,3.81,Eco,0.85,79.57341596,28.16012803,3.310665121,71.17071261
XUV400 – Standard Range (375 km),34.5,110,375,0.092,10.87,3.19,Aggressive,1.25,86.93524064,9.670728407,1.112089283,83.71179344
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,Aggressive,1.25,38.3087782,23.01806457,2.39173572,31.47524757
Tiago EV – High Range (294 km),24,55,294,0.082,12.25,2.29,Highway,1.1,66.10780645,22.72215936,2.040357167,57.60631826
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,Eco,0.85,58.50187942,23.25788311,2.387584619,54.82867231
Comet EV – Standard Range (230 km),17.3,42,230,0.075,13.29,2.43,Highway,1.1,31.20242714,5.02041056,0.415534358,28.80049444
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,Highway,1.1,13.40275548,10.54083098,1.263062535,11.26197152
Curvv EV – High Range (502 km),55,123,502,0.11,9.13,2.24,Eco,0.85,84.12154419,28.04485817,2.61096708,79.37433132
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,Aggressive,1.25,53.45834181,33.42679107,3.598922381,34.71395441
Windsor EV – Medium Range (331 km),38,100,331,0.115,8.71,2.63,City,1,21.65304067,7.618049309,0.874632527,19.35137612
XEV 9e – High Range (659 km),79,210,659,0.12,8.35,2.66,Aggressive,1.25,94.19952791,26.38391789,3.949688307,89.19992246
Carens EV – Standard Range (404 km),42,99,404,0.104,9.62,2.36,City,1,19.78947219,29.46809703,3.06321175,12.49611088
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,City,1,49.85361728,5.348743026,0.441679853,48.15484861
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,City,1,21.22987019,22.7635409,1.80663023,14.00334927
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,Aggressive,1.25,64.10995584,5.238910216,0.953222383,62.95537446
Tiago EV – High Range (294 km),24,55,294,0.082,12.25,2.29,Highway,1.1,40.57193894,9.201922357,0.826295069,37.12904282
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,Eco,0.85,87.916854,10.13490313,0.716098725,85.87085764
ZS EV – High Range (461 km),50.3,130,461,0.109,9.16,2.58,Aggressive,1.25,44.60561934,3.941794738,0.537908671,43.53621841
Carens EV – Standard Range (404 km),42,99,404,0.104,9.62,2.36,Aggressive,1.25,36.0209517,26.22029156,3.407002542,27.90904088
Windsor EV – Medium Range (331 km),38,100,331,0.115,8.71,2.63,City,1,20.78827357,7.517759525,0.8631182,18.51690988
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,Aggressive,1.25,90.71345637,17.17741048,2.338972016,86.74909702
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,Aggressive,1.25,48.15503969,17.79611936,3.238012984,44.23302784
Windsor EV – Medium Range (331 km),38,100,331,0.115,8.71,2.63,Highway,1.1,75.57368584,28.41500834,3.588577402,66.1300611
Tiago EV – High Range (294 km),24,55,294,0.082,12.25,2.29,City,1,70.11008982,11.08012402,0.90449992,66.34134015
BE6 – High Range (683 km),79,210,683,0.116,8.64,2.66,Eco,0.85,26.50057655,36.22346818,3.563651383,21.98962543
Curvv EV – Medium Range (430 km),45,110,430,0.105,9.55,2.44,Eco,0.85,58.03901467,29.5118277,2.626707177,52.20188761
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,Aggressive,1.25,90.66332267,6.487622005,0.674108687,88.73729784
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,Eco,0.85,64.26961619,11.87181069,0.838822867,61.87297943
XEV 9e – High Range (659 km),79,210,659,0.12,8.35,2.66,Highway,1.1,77.96486836,7.516962499,0.990258533,76.71137655
Tiago EV – High Range (294 km),24,55,294,0.082,12.25,2.29,Aggressive,1.25,86.61666975,7.997955402,0.816117898,83.21617851
Curvv EV – High Range (502 km),55,123,502,0.11,9.13,2.24,Highway,1.1,16.38829392,18.56461863,2.236701039,12.32156476
XEV 9e – High Range (659 km),79,210,659,0.12,8.35,2.66,Eco,0.85,32.05133998,27.04251611,2.752830981,28.5667438
Curvv EV – High Range (502 km),55,123,502,0.11,9.13,2.24,Aggressive,1.25,26.49225559,26.64039853,3.647371102,19.86067176
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,Highway,1.1,25.89205433,38.91758533,4.663327218,17.98810989
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Aggressive,1.25,66.14189619,29.60061822,3.055389989,54.39039623
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,Aggressive,1.25,81.90092158,25.1318455,3.789482133,76.84827873
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,Aggressive,1.25,91.23318645,36.59005823,5.517198166,83.87692223
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Highway,1.1,39.36345745,35.13796226,3.191722418,27.08760199
Curvv EV – High Range (502 km),55,123,502,0.11,9.13,2.24,Aggressive,1.25,29.21724592,28.93874502,3.962040665,22.01353562
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Eco,0.85,43.76625316,3.003143921,0.202593042,42.95588099
Comet EV – Standard Range (230 km),17.3,42,230,0.075,13.29,2.43,City,1,44.39552373,17.43997678,1.312263113,36.81018781
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,Eco,0.85,29.87671721,8.277976669,0.745368662,28.61338049
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,Highway,1.1,93.39401144,38.34532305,4.217985536,83.35118873
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,City,1,53.07337326,34.85103845,2.897010677,44.7961999
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,Eco,0.85,69.70004478,34.57139128,2.938568258,62.70345369
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,Eco,0.85,36.26765056,35.32103687,2.49566761,29.13717168
ZS EV – High Range (461 km),50.3,130,461,0.109,9.16,2.58,City,1,77.41757769,19.46299763,2.124781401,73.19336019
